Шифра општине,,Број бирачког места,adress,Број примљених гласачких листића,Број неупотребљених гласачких листића,Број бирача уписаних у бирачки списак,Број бирача који су изашли на изборе,Број бирача који су гласали,Број неважећих гласачких листића,Број важећих гласачких листића,Томислав Николић ,Борис Тадић
80454,Тител,6,,484,199,484,285,285,7,278,157,121
80454,Тител,7,,464,190,464,274,274,3,271,152,119
80454,Тител,8,,511,233,510,278,278,2,276,176,100
80454,Тител,9,,472,199,472,273,273,1,272,169,103
80454,Тител,10,,390,185,390,205,205,2,203,108,95
80454,Тител,11,,496,216,496,280,280,2,278,108,170
80454,Тител,12,,298,129,298,169,169,0,169,77,92
80454,Тител,13,,419,205,419,214,214,1,213,129,84
80454,Тител,14,,516,233,516,283,283,4,279,130,149
80454,Тител,15,,489,214,489,275,275,1,274,189,85
80454,Тител,16,,459,209,459,250,250,0,250,182,68
80454,Тител,17,,444,212,444,232,232,2,230,151,79
80454,Тител,18,,682,312,682,370,370,1,369,300,69
80454,Тител,19,,402,155,402,247,247,2,245,163,82
80454,Тител,20,,476,209,476,267,267,1,266,192,74
80454,Тител,21,,439,187,439,252,252,0,252,195,57
80454,Тител,22,,396,171,396,225,225,2,223,117,106
80454,Тител,23,,401,191,401,210,210,0,210,132,78
80454,Тител,24,,484,237,484,247,247,3,244,181,63
80454,Тител,25,,419,146,419,273,273,1,272,222,50
,Тител,,,11833,5106,11832,6727,6727,57,6670,3946,2724
80462,Врбас,1,,1122,488,1122,634,634,5,629,358,271
80462,Врбас,2,,1054,450,1054,604,604,13,591,327,264
80462,Врбас,3,,1146,477,1146,669,669,10,659,362,297
80462,Врбас,4,,1093,480,1093,613,613,12,601,389,212
80462,Врбас,5,,1097,520,1097,577,577,9,568,371,197
80462,Врбас,6,,1326,606,1326,720,720,14,706,467,239
80462,Врбас,7,,1045,466,1045,579,579,7,572,330,242
80462,Врбас,8,,1300,604,1300,696,696,10,686,321,365
80462,Врбас,9,,1113,511,1113,602,602,14,588,324,264
80462,Врбас,10,,1116,435,1116,681,681,14,667,342,325
80462,Врбас,11,,989,440,989,549,549,7,542,286,256
80462,Врбас,12,,1080,467,1080,613,613,13,600,360,240
80462,Врбас,13,,1120,443,1120,677,677,14,663,341,322
80462,Врбас,14,,1072,425,1072,647,647,14,633,336,297
80462,Врбас,15,,1143,527,1143,616,616,12,604,364,240
80462,Врбас,16,,1086,442,1086,644,643,17,626,350,276
80462,Врбас,17,,1086,562,1086,524,524,8,516,294,222
80462,Врбас,18,,1160,493,1160,667,667,18,649,405,244
80462,Врбас,19,,986,392,986,594,594,6,588,351,237
80462,Врбас,20,,947,404,947,543,543,6,537,397,140
80462,Врбас,21,,1063,407,1063,656,656,6,650,455,195
80462,Врбас,22,,997,386,997,611,611,5,606,417,189
80462,Врбас,23,,806,382,807,424,424,4,420,260,160
80462,Врбас,24,,858,418,858,440,440,4,436,302,134
80462,Врбас,25,,833,395,833,438,438,4,434,264,170
80462,Врбас,26,,791,376,791,415,415,3,412,239,173
80462,Врбас,27,,838,391,838,447,447,4,443,174,269
80462,Врбас,28,,884,349,884,535,535,10,525,167,358
80462,Врбас,29,,881,326,881,555,554,7,547,261,286
80462,Врбас,30,,894,373,895,521,521,10,511,335,176
80462,Врбас,31,,920,372,980,548,548,8,540,404,136
80462,Врбас,32,,926,393,927,533,533,4,529,395,134
80462,Врбас,33,,885,409,885,476,476,4,472,326,146
80462,Врбас,34,,867,353,867,514,514,4,510,405,105
80462,Врбас,35,,875,385,875,490,490,5,485,359,126
80462,Врбас,36,,817,363,817,454,454,9,445,312,133
,Врбас,,,36216,15710,36279,20506,20504,314,20190,12150,8040
80489,Чока,1,,312,143,312,169,169,3,166,3,163
80489,Чока,2,,356,191,356,165,165,1,164,7,157
80489,Чока,3,,362,208,362,154,154,4,150,16,134
80489,Чока,4,,377,194,377,183,183,5,178,67,111
80489,Чока,5,,352,166,352,186,186,3,183,101,82
80489,Чока,6,,362,161,362,201,201,3,198,125,73
80489,Чока,7,,344,133,343,211,211,4,207,133,74
80489,Чока,8,,372,146,372,226,226,3,223,106,117
80489,Чока,9,,322,145,322,177,177,2,175,129,46
80489,Чока,10,,379,203,379,176,176,0,176,50,126
80489,Чока,11,,395,193,395,202,202,4,198,44,154
80489,Чока,12,,389,187,389,202,202,1,201,76,125
80489,Чока,13,,336,162,336,174,174,1,173,49,124
80489,Чока,14,,353,180,353,173,173,1,172,36,136
80489,Чока,15,,377,199,377,178,178,2,176,25,151
80489,Чока,16,,335,165,335,170,170,4,166,120,46
80489,Чока,17,,329,130,329,199,199,4,195,139,56
80489,Чока,18,,320,159,320,161,161,2,159,109,50
80489,Чока,19,,128,46,129,82,82,0,82,17,65
80489,Чока,20,,285,115,285,170,170,0,170,75,95
80489,Чока,21,,481,176,481,305,305,2,303,37,266
80489,Чока,22,,384,145,385,239,239,1,238,34,204
80489,Чока,23,,327,127,327,200,200,3,197,80,117
80489,Чока,24,,423,146,423,277,277,6,271,106,165
80489,Чока,25,,164,62,164,102,102,1,101,44,57
80489,Чока,26,,226,74,226,152,152,2,150,47,103
80489,Чока,27,,392,165,392,227,227,4,223,53,170
80489,Чока,28,,362,124,362,238,238,4,234,30,204
80489,Чока,29,,377,159,377,218,218,2,216,51,165
80489,Чока,30,,432,172,432,260,260,5,255,28,227
80489,Чока,31,,356,131,356,225,225,2,223,88,135
80489,Чока,32,,114,33,114,81,81,0,81,4,77
,Чока,,,10823,4740,10824,6083,6083,79,6004,2029,3975
80497,Шид,1,,910,454,910,456,456,4,452,292,160
80497,Шид,2,,681,343,681,338,338,6,332,230,102
80497,Шид,3,,287,144,287,143,143,1,142,77,65
80497,Шид,4,,997,490,997,507,507,10,497,281,216
80497,Шид,5,,895,484,896,411,411,11,400,212,188
80497,Шид,6,,615,230,615,385,385,9,376,143,233
80497,Шид,7,,232,78,232,154,154,5,149,53,96
80497,Шид,8,,595,335,595,260,260,3,257,169,88
80497,Шид,9,,606,281,605,325,325,9,316,220,96
80497,Шид,10,,617,310,617,307,307,2,305,205,100
80497,Шид,11,,815,405,815,410,410,8,402,257,145
80497,Шид,12,,777,385,777,392,392,3,389,268,121
80497,Шид,13,,801,324,801,477,477,1,476,283,193
80497,Шид,14,,760,294,760,466,466,13,453,101,352
80497,Шид,15,,852,328,853,524,524,8,516,244,272
80497,Шид,16,,673,346,674,327,327,5,322,265,57
80497,Шид,17,,899,587,899,312,312,3,309,205,104
80497,Шид,18,,773,342,774,431,431,7,424,332,92
80497,Шид,19,,727,309,730,418,418,8,410,340,70
80497,Шид,20,,418,192,418,226,226,6,220,62,158
80497,Шид,21,,206,77,206,129,129,1,128,89,39
80497,Шид,22,,613,257,613,356,356,7,349,190,159
80497,Шид,23,,979,460,979,519,519,2,517,320,197
80497,Шид,24,,153,84,153,69,69,0,69,37,32
80497,Шид,25,,534,242,534,292,292,7,285,102,183
80497,Шид,26,,1000,543,1000,457,457,14,443,193,250
80497,Шид,27,,729,351,728,378,378,6,372,164,208
80497,Шид,28,,874,447,874,427,426,6,420,201,219
80497,Шид,29,,1294,662,1294,632,632,8,624,247,377
80497,Шид,30,,754,318,754,436,436,5,431,166,265
80497,Шид,31,,824,403,825,421,421,6,415,163,252
80497,Шид,32,,508,252,508,256,256,2,254,139,115
80497,Шид,33,,758,351,758,407,407,5,402,185,217
80497,Шид,34,,795,398,795,397,397,4,393,207,186
80497,Шид,35,,1194,570,1194,624,624,5,619,345,274
80497,Шид,36,,1280,665,1281,615,615,7,608,273,335
80497,Шид,37,,871,461,870,410,410,13,397,206,191
80497,Шид,38,,1230,679,1235,551,551,9,542,306,236
80497,Шид,39,,637,301,639,336,336,6,330,178,152
,Шид,,,29163,14182,29176,14981,14980,235,14745,7950,6795
90018,Витина,1,,132,54,132,78,78,2,76,35,41
90018,Витина,2,,293,118,293,175,175,5,170,123,47
90018,Витина,3,,726,432,726,294,294,6,288,202,86
90018,Витина,4,,297,145,297,152,152,4,148,82,66
90018,Витина,5,,122,42,122,80,80,4,76,47,29
90018,Витина,6,,536,270,536,266,266,11,255,148,107
,Витина,,,2106,1061,2106,1045,1045,32,1013,637,376
90026,Вучитрн,1,,486,252,486,234,234,1,233,203,30
90026,Вучитрн,2,,1267,738,1267,529,529,3,526,401,125
90026,Вучитрн,3,,199,61,198,138,138,1,137,101,36
90026,Вучитрн,4,,232,126,232,106,106,1,105,79,26
90026,Вучитрн,5,,124,64,124,60,60,0,60,53,7
,Вучитрн,,,2308,1241,2307,1067,1067,6,1061,837,224
90042,Гњилане,1,,176,93,176,83,83,2,81,58,23
90042,Гњилане,2,,104,33,104,71,71,0,71,48,23
90042,Гњилане,3,,45,14,45,31,31,0,31,17,14
90042,Гњилане,4,,809,483,809,326,326,0,326,237,89
90042,Гњилане,5,,395,266,395,129,129,0,129,94,35
90042,Гњилане,6,,282,157,282,125,125,2,123,74,49
90042,Гњилане,7,,776,400,776,376,376,5,371,189,182
90042,Гњилане,8,,249,85,249,164,164,0,164,95,69
90042,Гњилане,9,,587,399,587,188,188,3,185,122,63
90042,Гњилане,10,,214,132,214,82,82,0,82,47,35
90042,Гњилане,11,,114,59,114,55,55,0,55,38,17
90042,Гњилане,12,,1138,670,1138,468,468,9,459,298,161
90042,Гњилане,13,,819,518,819,301,301,10,291,207,84
90042,Гњилане,14,,90,14,90,76,76,0,76,44,32
90042,Гњилане,15,,979,717,979,262,262,3,259,198,61
90042,Гњилане,16,,554,378,554,176,176,0,176,111,65
90042,Гњилане,17,,822,473,822,349,349,4,345,195,150
90042,Гњилане,18,,254,145,254,109,109,1,108,82,26
90042,Гњилане,19,,214,115,214,99,99,1,98,69,29
,Гњилане,,,8621,5151,8621,3470,3470,40,3430,2223,1207
90093,Зубин Поток,1,,427,189,427,238,238,0,238,150,88
90093,Зубин Поток,2,,891,777,891,114,114,2,112,47,65
90093,Зубин Поток,3,,287,186,287,101,101,0,101,58,43
90093,Зубин Поток,4,,333,165,333,168,168,1,167,77,90
90093,Зубин Поток,5,,1152,586,1152,566,566,2,564,322,242
90093,Зубин Поток,6,,202,60,202,142,142,2,140,51,89
90093,Зубин Поток,7,,326,159,326,167,167,0,167,80,87
90093,Зубин Поток,8,,400,246,400,154,154,1,153,91,62
90093,Зубин Поток,9,,180,101,180,79,79,1,78,47,31
90093,Зубин Поток,10,,143,101,143,42,42,0,42,23,19
90093,Зубин Поток,11,,105,58,105,47,47,0,47,24,23
90093,Зубин Поток,12,,107,49,107,58,58,0,58,20,38
90093,Зубин Поток,13,,135,43,135,92,92,0,92,25,67
90093,Зубин Поток,14,,148,47,148,101,101,1,100,40,60
90093,Зубин Поток,15,,139,37,139,102,102,8,94,45,49
90093,Зубин Поток,16,,144,68,144,76,76,0,76,51,25
90093,Зубин Поток,17,,101,47,101,54,54,0,54,35,19
90093,Зубин Поток,18,,190,87,190,103,103,2,101,43,58
90093,Зубин Поток,19,,106,27,106,79,79,0,79,36,43
90093,Зубин Поток,20,,114,25,114,89,89,0,89,34,55
90093,Зубин Поток,21,,101,26,101,75,75,0,75,12,63
,Зубин Поток,,,5731,3084,5731,2647,2647,20,2627,1311,1316
90107,Исток,1,,210,113,211,97,97,1,96,54,42
90107,Исток,2,,104,47,104,57,57,1,56,51,5
,Исток,,,314,160,315,154,154,2,152,105,47
90131,Косово Поље,1,,545,520,545,25,25,0,25,20,5
90131,Косово Поље,2,,332,319,332,13,13,0,13,11,2
90131,Косово Поље,3,,732,672,732,60,60,0,60,52,8
90131,Косово Поље,4,,1127,1113,1127,14,14,0,14,13,1
90131,Косово Поље,5,,211,149,211,62,62,0,62,53,9
90131,Косово Поље,6,,135,74,135,61,61,0,61,46,15
90131,Косово Поље,7,,133,70,133,63,63,2,61,51,10
90131,Косово Поље,8,,169,72,169,97,97,2,95,84,11
90131,Косово Поље,9,,153,52,153,101,101,2,99,91,8
90131,Косово Поље,10,,317,217,317,100,100,4,96,87,9
90131,Косово Поље,11,,185,136,185,49,49,0,49,38,11
90131,Косово Поље,12,,245,140,245,105,105,0,105,94,11
90131,Косово Поље,13,,285,164,285,121,121,0,121,98,23
90131,Косово Поље,14,,176,99,176,77,77,2,75,61,14
90131,Косово Поље,15,,232,144,232,88,88,0,88,71,17
,Косово Поље,,,4977,3941,4977,1036,1036,12,1024,870,154
90140,Косовска Каменица,1,,778,326,778,452,452,5,447,345,102
90140,Косовска Каменица,2,,569,188,569,381,381,3,378,329,49
90140,Косовска Каменица,3,,179,60,179,119,119,0,119,107,12
90140,Косовска Каменица,4,,242,103,242,139,139,0,139,78,61
90140,Косовска Каменица,5,,329,176,329,153,153,0,153,134,19
90140,Косовска Каменица,6,,120,11,120,109,109,7,102,90,12
90140,Косовска Каменица,7,,184,86,184,98,98,0,98,72,26
90140,Косовска Каменица,8,,171,108,171,63,63,0,63,52,11
90140,Косовска Каменица,9,,103,7,103,96,96,0,96,79,17
90140,Косовска Каменица,10,,174,55,174,119,119,2,117,65,52
90140,Косовска Каменица,11,,138,45,138,93,93,0,93,88,5
90140,Косовска Каменица,12,,222,11,222,211,211,2,209,131,78
90140,Косовска Каменица,13,,250,9,250,241,241,7,234,180,54
90140,Косовска Каменица,14,,465,216,467,249,249,0,249,183,66
90140,Косовска Каменица,15,,447,194,447,253,253,5,248,171,77
90140,Косовска Каменица,16,,745,345,745,400,400,5,395,265,130
90140,Косовска Каменица,17,,349,137,349,212,212,0,212,185,27
90140,Косовска Каменица,18,,403,142,403,261,261,0,261,191,70
90140,Косовска Каменица,19,,656,315,656,341,341,2,339,239,100
90140,Косовска Каменица,20,,107,24,107,83,83,3,80,71,9
90140,Косовска Каменица,21,,205,73,205,132,132,2,130,108,22
90140,Косовска Каменица,22,,106,4,106,102,102,2,100,77,23
90140,Косовска Каменица,23,,174,62,174,112,112,0,112,82,30
,Косовска Каменица,,,7116,2697,7118,4419,4419,45,4374,3322,1052
90158,Лепосавић,1,,594,285,594,309,309,2,307,213,94
90158,Лепосавић,2,,546,316,546,230,230,5,225,169,56
90158,Лепосавић,3,,813,425,813,388,388,5,383,270,113
90158,Лепосавић,4,,648,407,648,241,241,0,241,168,73
90158,Лепосавић,5,,566,321,566,245,245,0,245,192,53
90158,Лепосавић,6,,334,205,334,129,129,1,128,100,28
90158,Лепосавић,7,,155,90,155,65,65,1,64,51,13
90158,Лепосавић,8,,206,102,206,104,104,1,103,67,36
90158,Лепосавић,9,,133,78,133,55,55,0,55,43,12
90158,Лепосавић,10,,305,174,305,131,131,2,129,97,32
90158,Лепосавић,11,,260,164,260,96,96,0,96,71,25
90158,Лепосавић,12,,783,450,783,333,333,1,332,277,55
90158,Лепосавић,13,,290,214,290,76,76,0,76,61,15
90158,Лепосавић,14,,105,58,105,47,47,0,47,23,24
90158,Лепосавић,15,,289,289,289,0,0,0,0,0,0
90158,Лепосавић,16,,241,151,241,90,90,1,89,59,30
90158,Лепосавић,17,,445,286,445,159,159,1,158,103,55
90158,Лепосавић,18,,267,160,267,107,107,0,107,79,28
90158,Лепосавић,19,,183,102,183,81,81,1,80,64,16
90158,Лепосавић,20,,202,154,202,48,48,0,48,39,9
90158,Лепосавић,21,,604,353,604,251,251,2,249,172,77
90158,Лепосавић,22,,806,500,806,306,306,3,303,216,87
90158,Лепосавић,23,,374,256,374,118,118,2,116,85,31
90158,Лепосавић,24,,127,26,127,101,101,0,101,69,32
90158,Лепосавић,25,,123,41,123,82,82,0,82,42,40
90158,Лепосавић,26,,279,112,279,167,167,2,165,98,67
90158,Лепосавић,27,,209,126,209,83,83,0,83,59,24
90158,Лепосавић,28,,226,100,226,126,126,2,124,99,25
90158,Лепосавић,29,,414,321,414,93,93,0,93,62,31
90158,Лепосавић,30,,412,263,412,149,149,1,148,140,8
90158,Лепосавић,31,,169,56,169,113,113,0,113,91,22
90158,Лепосавић,32,,200,149,200,51,51,0,51,10,41
90158,Лепосавић,33,,506,407,506,99,99,0,99,66,33
,Лепосавић,,,11814,7141,11814,4673,4673,33,4640,3355,1285
90166,Липљан,1,,455,173,455,282,282,2,280,229,51
90166,Липљан,2,,348,104,348,244,244,3,241,217,24
90166,Липљан,3,,366,102,366,264,264,3,261,217,44
90166,Липљан,4,,409,162,409,247,247,2,245,185,60
90166,Липљан,5,,452,114,452,338,338,1,337,260,77
90166,Липљан,6,,308,94,308,214,214,0,214,168,46
90166,Липљан,7,,267,166,267,101,101,1,100,78,22
90166,Липљан,8,,174,42,174,132,132,1,131,117,14
90166,Липљан,9,,194,50,194,144,144,2,142,99,43
90166,Липљан,10,,282,178,282,104,104,2,102,92,10
90166,Липљан,11,,454,371,454,83,83,0,83,66,17
90166,Липљан,12,,520,288,520,232,232,7,225,194,31
90166,Липљан,13,,326,148,326,178,178,2,176,125,51
90166,Липљан,14,,217,33,217,184,184,0,184,151,33
90166,Липљан,15,,227,108,227,119,119,5,114,82,32
90166,Липљан,16,,174,100,174,74,74,0,74,50,24
90166,Липљан,17,,229,113,229,116,116,0,116,100,16
90166,Липљан,18,,622,522,622,100,100,0,100,60,40
,Липљан,,,6024,2868,6024,3156,3156,31,3125,2490,635
90182,Ново Брдо,1,,153,43,153,110,110,0,110,103,7
90182,Ново Брдо,2,,231,36,231,195,195,3,192,169,23
90182,Ново Брдо,3,,200,58,200,142,142,0,142,133,9
90182,Ново Брдо,4,,58,0,58,58,58,3,55,46,9
90182,Ново Брдо,5,,255,73,255,182,182,1,181,155,26
90182,Ново Брдо,6,,136,32,136,104,104,3,101,89,12
,Ново Брдо,,,1033,242,1033,791,791,10,781,695,86
90204,Обилић,1,,266,151,266,115,115,5,110,68,42
90204,Обилић,2,,313,129,313,184,184,2,182,99,83
90204,Обилић,3,,521,411,521,110,110,2,108,65,43
90204,Обилић,4,,159,116,159,43,43,0,43,38,5
90204,Обилић,5,,146,106,146,40,40,0,40,18,22
90204,Обилић,6,,338,218,338,120,120,2,118,111,7
90204,Обилић,7,,122,101,122,21,21,0,21,16,5
90204,Обилић,8,,639,460,639,179,179,3,176,149,27
90204,Обилић,9,,561,356,561,205,205,2,203,166,37
90204,Обилић,10,,116,79,116,37,37,1,36,29,7
